Fecha,Hora,Variable,Valor,Unidad,Lugar
42758,13,Velocidad del viento,1.32,m/s,Isla Tesoro
42758,14,Velocidad del viento,1.68,m/s,Isla Tesoro
42758,15,Velocidad del viento,2.17,m/s,Isla Tesoro
42758,16,Velocidad del viento,1.74,m/s,Isla Tesoro
42758,17,Velocidad del viento,1.88,m/s,Isla Tesoro
42758,18,Velocidad del viento,2.4,m/s,Isla Tesoro
42758,19,Velocidad del viento,2.75,m/s,Isla Tesoro
42758,20,Velocidad del viento,2.65,m/s,Isla Tesoro
42758,21,Velocidad del viento,4.36,m/s,Isla Tesoro
42758,22,Velocidad del viento,4.21,m/s,Isla Tesoro
42758,23,Velocidad del viento,3.72,m/s,Isla Tesoro
42759,0,Velocidad del viento,3.31,m/s,Isla Tesoro
42759,1,Velocidad del viento,3.96,m/s,Isla Tesoro
42759,2,Velocidad del viento,3.21,m/s,Isla Tesoro
42759,3,Velocidad del viento,2.23,m/s,Isla Tesoro
42759,4,Velocidad del viento,1.71,m/s,Isla Tesoro
42759,5,Velocidad del viento,1.27,m/s,Isla Tesoro
42759,6,Velocidad del viento,1.55,m/s,Isla Tesoro
42759,7,Velocidad del viento,2.03,m/s,Isla Tesoro
42759,8,Velocidad del viento,1.02,m/s,Isla Tesoro
42759,9,Velocidad del viento,1.15,m/s,Isla Tesoro
42759,10,Velocidad del viento,1.96,m/s,Isla Tesoro
42759,11,Velocidad del viento,1.56,m/s,Isla Tesoro
42759,12,Velocidad del viento,2.77,m/s,Isla Tesoro
42759,13,Velocidad del viento,3.81,m/s,Isla Tesoro
42759,14,Velocidad del viento,4.14,m/s,Isla Tesoro
42759,15,Velocidad del viento,5.01,m/s,Isla Tesoro
42759,16,Velocidad del viento,4.98,m/s,Isla Tesoro
42759,17,Velocidad del viento,5.63,m/s,Isla Tesoro
42759,18,Velocidad del viento,4.15,m/s,Isla Tesoro
42759,19,Velocidad del viento,3.38,m/s,Isla Tesoro
42759,20,Velocidad del viento,3.69,m/s,Isla Tesoro
42759,21,Velocidad del viento,4.5,m/s,Isla Tesoro
42759,22,Velocidad del viento,4.57,m/s,Isla Tesoro
42759,23,Velocidad del viento,4.44,m/s,Isla Tesoro
42760,0,Velocidad del viento,4.76,m/s,Isla Tesoro
42760,1,Velocidad del viento,4.46,m/s,Isla Tesoro
42760,2,Velocidad del viento,5.01,m/s,Isla Tesoro
42760,3,Velocidad del viento,4.28,m/s,Isla Tesoro
42760,4,Velocidad del viento,4.54,m/s,Isla Tesoro
42760,5,Velocidad del viento,4.52,m/s,Isla Tesoro
42760,6,Velocidad del viento,4.93,m/s,Isla Tesoro
42760,7,Velocidad del viento,4.64,m/s,Isla Tesoro
42760,8,Velocidad del viento,4.07,m/s,Isla Tesoro
42760,9,Velocidad del viento,3.76,m/s,Isla Tesoro
42760,10,Velocidad del viento,3.06,m/s,Isla Tesoro
42760,11,Velocidad del viento,3.89,m/s,Isla Tesoro
42760,12,Velocidad del viento,5.92,m/s,Isla Tesoro
42760,13,Velocidad del viento,5.8,m/s,Isla Tesoro
42760,14,Velocidad del viento,6.12,m/s,Isla Tesoro
42760,15,Velocidad del viento,5.75,m/s,Isla Tesoro
42760,16,Velocidad del viento,5.83,m/s,Isla Tesoro
42760,17,Velocidad del viento,5.62,m/s,Isla Tesoro
42760,18,Velocidad del viento,5.13,m/s,Isla Tesoro
42760,19,Velocidad del viento,4.29,m/s,Isla Tesoro
42760,20,Velocidad del viento,4.6,m/s,Isla Tesoro
42760,21,Velocidad del viento,3.56,m/s,Isla Tesoro
42760,22,Velocidad del viento,3.44,m/s,Isla Tesoro
42760,23,Velocidad del viento,2.73,m/s,Isla Tesoro
42761,0,Velocidad del viento,1.82,m/s,Isla Tesoro
42761,1,Velocidad del viento,1.08,m/s,Isla Tesoro
42761,2,Velocidad del viento,1.42,m/s,Isla Tesoro
42761,3,Velocidad del viento,1.04,m/s,Isla Tesoro
42761,4,Velocidad del viento,0.92,m/s,Isla Tesoro
42761,5,Velocidad del viento,0.76,m/s,Isla Tesoro
42761,6,Velocidad del viento,0.78,m/s,Isla Tesoro
42761,7,Velocidad del viento,0.61,m/s,Isla Tesoro
42761,8,Velocidad del viento,1.51,m/s,Isla Tesoro
42761,9,Velocidad del viento,1.49,m/s,Isla Tesoro
42761,10,Velocidad del viento,1.44,m/s,Isla Tesoro
42761,11,Velocidad del viento,1.46,m/s,Isla Tesoro
42761,12,Velocidad del viento,2.13,m/s,Isla Tesoro
42761,13,Velocidad del viento,2.67,m/s,Isla Tesoro
42761,14,Velocidad del viento,3.63,m/s,Isla Tesoro
42761,15,Velocidad del viento,4.98,m/s,Isla Tesoro
42761,16,Velocidad del viento,5.39,m/s,Isla Tesoro
42761,17,Velocidad del viento,5.26,m/s,Isla Tesoro
42761,18,Velocidad del viento,5.02,m/s,Isla Tesoro
42761,19,Velocidad del viento,3.49,m/s,Isla Tesoro
42761,20,Velocidad del viento,3.61,m/s,Isla Tesoro
42761,21,Velocidad del viento,3.86,m/s,Isla Tesoro
42761,22,Velocidad del viento,2.45,m/s,Isla Tesoro
42761,23,Velocidad del viento,1.53,m/s,Isla Tesoro
42762,0,Velocidad del viento,1.01,m/s,Isla Tesoro
42762,1,Velocidad del viento,0.67,m/s,Isla Tesoro
42762,2,Velocidad del viento,0.72,m/s,Isla Tesoro
42762,3,Velocidad del viento,0.31,m/s,Isla Tesoro
42762,4,Velocidad del viento,0.61,m/s,Isla Tesoro
42762,5,Velocidad del viento,0.97,m/s,Isla Tesoro
42762,6,Velocidad del viento,2.11,m/s,Isla Tesoro
42762,7,Velocidad del viento,2.34,m/s,Isla Tesoro
42762,8,Velocidad del viento,2.03,m/s,Isla Tesoro
42762,9,Velocidad del viento,1.42,m/s,Isla Tesoro
42762,10,Velocidad del viento,2.15,m/s,Isla Tesoro
42762,11,Velocidad del viento,3.08,m/s,Isla Tesoro
42762,12,Velocidad del viento,2.86,m/s,Isla Tesoro
42762,13,Velocidad del viento,4.09,m/s,Isla Tesoro
42762,14,Velocidad del viento,4.98,m/s,Isla Tesoro
42762,15,Velocidad del viento,5.89,m/s,Isla Tesoro
42762,16,Velocidad del viento,5.81,m/s,Isla Tesoro
42762,17,Velocidad del viento,5.79,m/s,Isla Tesoro
42762,18,Velocidad del viento,5.33,m/s,Isla Tesoro
42762,19,Velocidad del viento,5.82,m/s,Isla Tesoro
42762,20,Velocidad del viento,4.36,m/s,Isla Tesoro
42762,21,Velocidad del viento,3.44,m/s,Isla Tesoro
42762,22,Velocidad del viento,3.13,m/s,Isla Tesoro
42762,23,Velocidad del viento,3.22,m/s,Isla Tesoro
42763,0,Velocidad del viento,3.23,m/s,Isla Tesoro
42763,1,Velocidad del viento,2.57,m/s,Isla Tesoro
42763,2,Velocidad del viento,1.51,m/s,Isla Tesoro
42763,3,Velocidad del viento,1.68,m/s,Isla Tesoro
42763,4,Velocidad del viento,1.5,m/s,Isla Tesoro
42763,5,Velocidad del viento,1.12,m/s,Isla Tesoro
42763,6,Velocidad del viento,1.87,m/s,Isla Tesoro
42763,7,Velocidad del viento,3.28,m/s,Isla Tesoro
42763,8,Velocidad del viento,3.33,m/s,Isla Tesoro
42763,9,Velocidad del viento,1.92,m/s,Isla Tesoro
42763,10,Velocidad del viento,1.4,m/s,Isla Tesoro
42763,11,Velocidad del viento,2.64,m/s,Isla Tesoro
42763,12,Velocidad del viento,3.75,m/s,Isla Tesoro
42763,13,Velocidad del viento,4.21,m/s,Isla Tesoro
42763,14,Velocidad del viento,4.89,m/s,Isla Tesoro
42763,15,Velocidad del viento,5.14,m/s,Isla Tesoro
42763,16,Velocidad del viento,5.92,m/s,Isla Tesoro
42763,17,Velocidad del viento,5.54,m/s,Isla Tesoro
42763,18,Velocidad del viento,4.3,m/s,Isla Tesoro
42763,19,Velocidad del viento,4.52,m/s,Isla Tesoro
42763,20,Velocidad del viento,3.89,m/s,Isla Tesoro
42763,21,Velocidad del viento,4.07,m/s,Isla Tesoro
42763,22,Velocidad del viento,3.61,m/s,Isla Tesoro
42763,23,Velocidad del viento,4.16,m/s,Isla Tesoro
42764,0,Velocidad del viento,4.21,m/s,Isla Tesoro
42764,1,Velocidad del viento,3.58,m/s,Isla Tesoro
42764,2,Velocidad del viento,3.25,m/s,Isla Tesoro
42764,3,Velocidad del viento,2.39,m/s,Isla Tesoro
42764,4,Velocidad del viento,1.56,m/s,Isla Tesoro
42764,5,Velocidad del viento,0.95,m/s,Isla Tesoro
42764,6,Velocidad del viento,1.31,m/s,Isla Tesoro
42764,7,Velocidad del viento,1.77,m/s,Isla Tesoro
42764,8,Velocidad del viento,1.94,m/s,Isla Tesoro
42764,9,Velocidad del viento,1.75,m/s,Isla Tesoro
42764,10,Velocidad del viento,1.32,m/s,Isla Tesoro
42764,11,Velocidad del viento,1.47,m/s,Isla Tesoro
42764,12,Velocidad del viento,2.45,m/s,Isla Tesoro
42764,13,Velocidad del viento,3.32,m/s,Isla Tesoro
42764,14,Velocidad del viento,4.4,m/s,Isla Tesoro
42764,15,Velocidad del viento,5.16,m/s,Isla Tesoro
42764,16,Velocidad del viento,5.19,m/s,Isla Tesoro
42764,17,Velocidad del viento,5.1,m/s,Isla Tesoro
42764,18,Velocidad del viento,4.79,m/s,Isla Tesoro
42764,19,Velocidad del viento,4.87,m/s,Isla Tesoro
42764,20,Velocidad del viento,4.43,m/s,Isla Tesoro
42764,21,Velocidad del viento,3.82,m/s,Isla Tesoro
42764,22,Velocidad del viento,3.79,m/s,Isla Tesoro
42764,23,Velocidad del viento,4.08,m/s,Isla Tesoro
42765,0,Velocidad del viento,3.28,m/s,Isla Tesoro
42765,1,Velocidad del viento,3.39,m/s,Isla Tesoro
42765,2,Velocidad del viento,3.79,m/s,Isla Tesoro
42765,3,Velocidad del viento,5.15,m/s,Isla Tesoro
42765,4,Velocidad del viento,5.02,m/s,Isla Tesoro
42765,5,Velocidad del viento,4.74,m/s,Isla Tesoro
42765,6,Velocidad del viento,5.54,m/s,Isla Tesoro
42765,7,Velocidad del viento,5.5,m/s,Isla Tesoro
42765,8,Velocidad del viento,5.61,m/s,Isla Tesoro
42765,9,Velocidad del viento,4.7,m/s,Isla Tesoro
42765,10,Velocidad del viento,4.58,m/s,Isla Tesoro
42765,11,Velocidad del viento,5.5,m/s,Isla Tesoro
42765,12,Velocidad del viento,5.72,m/s,Isla Tesoro
42765,13,Velocidad del viento,5.48,m/s,Isla Tesoro
42765,14,Velocidad del viento,6.1,m/s,Isla Tesoro
42765,15,Velocidad del viento,5.96,m/s,Isla Tesoro
42765,16,Velocidad del viento,6.67,m/s,Isla Tesoro
42765,17,Velocidad del viento,6.03,m/s,Isla Tesoro
42765,18,Velocidad del viento,5.49,m/s,Isla Tesoro
42765,19,Velocidad del viento,4.2,m/s,Isla Tesoro
42765,20,Velocidad del viento,4.01,m/s,Isla Tesoro
42765,21,Velocidad del viento,3.12,m/s,Isla Tesoro
42765,22,Velocidad del viento,3.02,m/s,Isla Tesoro
42765,23,Velocidad del viento,3.49,m/s,Isla Tesoro
42766,0,Velocidad del viento,4.22,m/s,Isla Tesoro
42766,1,Velocidad del viento,4.64,m/s,Isla Tesoro
42766,2,Velocidad del viento,3.53,m/s,Isla Tesoro
42766,3,Velocidad del viento,3.14,m/s,Isla Tesoro
42766,4,Velocidad del viento,3.21,m/s,Isla Tesoro
42766,5,Velocidad del viento,1.85,m/s,Isla Tesoro
42766,6,Velocidad del viento,1.34,m/s,Isla Tesoro
42766,7,Velocidad del viento,0.95,m/s,Isla Tesoro
42766,8,Velocidad del viento,1.26,m/s,Isla Tesoro
42766,9,Velocidad del viento,1.58,m/s,Isla Tesoro
42766,10,Velocidad del viento,3.14,m/s,Isla Tesoro
42766,11,Velocidad del viento,4.54,m/s,Isla Tesoro
42766,12,Velocidad del viento,5.32,m/s,Isla Tesoro
42766,13,Velocidad del viento,5.61,m/s,Isla Tesoro
42766,14,Velocidad del viento,5.89,m/s,Isla Tesoro
42766,15,Velocidad del viento,5.51,m/s,Isla Tesoro
42766,16,Velocidad del viento,4.86,m/s,Isla Tesoro
42766,17,Velocidad del viento,4.37,m/s,Isla Tesoro
42766,18,Velocidad del viento,3.63,m/s,Isla Tesoro
42766,19,Velocidad del viento,3.44,m/s,Isla Tesoro
42766,20,Velocidad del viento,4.03,m/s,Isla Tesoro
42766,21,Velocidad del viento,3.95,m/s,Isla Tesoro
42766,22,Velocidad del viento,3.57,m/s,Isla Tesoro
42766,23,Velocidad del viento,3.91,m/s,Isla Tesoro
42767,0,Velocidad del viento,4.05,m/s,Isla Tesoro
42767,1,Velocidad del viento,2.64,m/s,Isla Tesoro
42767,2,Velocidad del viento,1.78,m/s,Isla Tesoro
42767,3,Velocidad del viento,1.77,m/s,Isla Tesoro
42767,4,Velocidad del viento,1.52,m/s,Isla Tesoro
42767,5,Velocidad del viento,1.34,m/s,Isla Tesoro
42767,6,Velocidad del viento,1.22,m/s,Isla Tesoro
42767,7,Velocidad del viento,1.27,m/s,Isla Tesoro
42767,8,Velocidad del viento,1.36,m/s,Isla Tesoro
42767,9,Velocidad del viento,1.57,m/s,Isla Tesoro
42767,10,Velocidad del viento,2.65,m/s,Isla Tesoro
42767,11,Velocidad del viento,3.56,m/s,Isla Tesoro
42767,12,Velocidad del viento,4.63,m/s,Isla Tesoro
42767,13,Velocidad del viento,4.61,m/s,Isla Tesoro
42767,14,Velocidad del viento,4.87,m/s,Isla Tesoro
42767,15,Velocidad del viento,5.74,m/s,Isla Tesoro
42767,16,Velocidad del viento,6.23,m/s,Isla Tesoro
42767,17,Velocidad del viento,5.31,m/s,Isla Tesoro
42767,18,Velocidad del viento,4.2,m/s,Isla Tesoro
42767,19,Velocidad del viento,4.21,m/s,Isla Tesoro
42767,20,Velocidad del viento,4.08,m/s,Isla Tesoro
42767,21,Velocidad del viento,4.92,m/s,Isla Tesoro
42767,22,Velocidad del viento,4.21,m/s,Isla Tesoro
42767,23,Velocidad del viento,4.6,m/s,Isla Tesoro
42768,0,Velocidad del viento,4.04,m/s,Isla Tesoro
42768,1,Velocidad del viento,3.8,m/s,Isla Tesoro
42768,2,Velocidad del viento,3.36,m/s,Isla Tesoro
42768,3,Velocidad del viento,2.49,m/s,Isla Tesoro
42768,4,Velocidad del viento,1.9,m/s,Isla Tesoro
42768,5,Velocidad del viento,1.72,m/s,Isla Tesoro
42768,6,Velocidad del viento,1.43,m/s,Isla Tesoro
42768,7,Velocidad del viento,1.18,m/s,Isla Tesoro
42768,8,Velocidad del viento,2.2,m/s,Isla Tesoro
42768,9,Velocidad del viento,2.84,m/s,Isla Tesoro
42768,10,Velocidad del viento,1.09,m/s,Isla Tesoro
42768,11,Velocidad del viento,1.4,m/s,Isla Tesoro
42768,12,Velocidad del viento,2.44,m/s,Isla Tesoro
42768,13,Velocidad del viento,3.65,m/s,Isla Tesoro
42768,14,Velocidad del viento,3.86,m/s,Isla Tesoro
42768,15,Velocidad del viento,3.95,m/s,Isla Tesoro
42768,16,Velocidad del viento,4.19,m/s,Isla Tesoro
42768,17,Velocidad del viento,4.31,m/s,Isla Tesoro
42768,18,Velocidad del viento,5.06,m/s,Isla Tesoro
42768,19,Velocidad del viento,4.16,m/s,Isla Tesoro
42768,20,Velocidad del viento,3.69,m/s,Isla Tesoro
42768,21,Velocidad del viento,3.66,m/s,Isla Tesoro
42768,22,Velocidad del viento,2.93,m/s,Isla Tesoro
42768,23,Velocidad del viento,2.55,m/s,Isla Tesoro
42769,0,Velocidad del viento,3.26,m/s,Isla Tesoro
42769,1,Velocidad del viento,3.08,m/s,Isla Tesoro
42769,2,Velocidad del viento,3.32,m/s,Isla Tesoro
42769,3,Velocidad del viento,2.1,m/s,Isla Tesoro
42769,4,Velocidad del viento,0.52,m/s,Isla Tesoro
42769,5,Velocidad del viento,2.29,m/s,Isla Tesoro
42769,6,Velocidad del viento,1.75,m/s,Isla Tesoro
42769,7,Velocidad del viento,2.07,m/s,Isla Tesoro
42769,8,Velocidad del viento,2.47,m/s,Isla Tesoro
42769,9,Velocidad del viento,2.34,m/s,Isla Tesoro
42769,10,Velocidad del viento,2.08,m/s,Isla Tesoro
42769,11,Velocidad del viento,1.82,m/s,Isla Tesoro
42769,12,Velocidad del viento,4.08,m/s,Isla Tesoro
42769,13,Velocidad del viento,4.8,m/s,Isla Tesoro
42769,14,Velocidad del viento,5.32,m/s,Isla Tesoro
42769,15,Velocidad del viento,5.28,m/s,Isla Tesoro
42769,16,Velocidad del viento,5.13,m/s,Isla Tesoro
42769,17,Velocidad del viento,4.69,m/s,Isla Tesoro
42769,18,Velocidad del viento,4.39,m/s,Isla Tesoro
42769,19,Velocidad del viento,3.73,m/s,Isla Tesoro
42769,20,Velocidad del viento,3.66,m/s,Isla Tesoro
42769,21,Velocidad del viento,3.39,m/s,Isla Tesoro
42769,22,Velocidad del viento,2.96,m/s,Isla Tesoro
42769,23,Velocidad del viento,2.52,m/s,Isla Tesoro
42770,0,Velocidad del viento,2.61,m/s,Isla Tesoro
42770,1,Velocidad del viento,2.21,m/s,Isla Tesoro
42770,2,Velocidad del viento,1.48,m/s,Isla Tesoro
42770,3,Velocidad del viento,0.6,m/s,Isla Tesoro
42770,4,Velocidad del viento,0.76,m/s,Isla Tesoro
42770,5,Velocidad del viento,1.36,m/s,Isla Tesoro
42770,6,Velocidad del viento,1.63,m/s,Isla Tesoro
42770,7,Velocidad del viento,1.63,m/s,Isla Tesoro
42770,8,Velocidad del viento,1.71,m/s,Isla Tesoro
42770,9,Velocidad del viento,1.97,m/s,Isla Tesoro
42770,10,Velocidad del viento,2.01,m/s,Isla Tesoro
42770,11,Velocidad del viento,1.74,m/s,Isla Tesoro
42770,12,Velocidad del viento,3.64,m/s,Isla Tesoro
42770,13,Velocidad del viento,4.51,m/s,Isla Tesoro
42770,14,Velocidad del viento,4.63,m/s,Isla Tesoro
42770,15,Velocidad del viento,5.39,m/s,Isla Tesoro
42770,16,Velocidad del viento,5.55,m/s,Isla Tesoro
42770,17,Velocidad del viento,5.6,m/s,Isla Tesoro
42770,18,Velocidad del viento,4.85,m/s,Isla Tesoro
42770,19,Velocidad del viento,4.98,m/s,Isla Tesoro
42770,20,Velocidad del viento,4.7,m/s,Isla Tesoro
42770,21,Velocidad del viento,4.74,m/s,Isla Tesoro
42770,22,Velocidad del viento,4.33,m/s,Isla Tesoro
42770,23,Velocidad del viento,3.43,m/s,Isla Tesoro
42771,0,Velocidad del viento,1.43,m/s,Isla Tesoro
42771,1,Velocidad del viento,1.02,m/s,Isla Tesoro
42771,2,Velocidad del viento,0.97,m/s,Isla Tesoro
42771,3,Velocidad del viento,0.8,m/s,Isla Tesoro
42771,4,Velocidad del viento,0.82,m/s,Isla Tesoro
42771,5,Velocidad del viento,0.59,m/s,Isla Tesoro
42771,6,Velocidad del viento,0.99,m/s,Isla Tesoro
42771,7,Velocidad del viento,0.63,m/s,Isla Tesoro
42771,8,Velocidad del viento,1.21,m/s,Isla Tesoro
42771,9,Velocidad del viento,1.45,m/s,Isla Tesoro
42771,10,Velocidad del viento,2.41,m/s,Isla Tesoro
42771,11,Velocidad del viento,3.56,m/s,Isla Tesoro
42771,12,Velocidad del viento,4.7,m/s,Isla Tesoro
42771,13,Velocidad del viento,5.53,m/s,Isla Tesoro
42771,14,Velocidad del viento,6.05,m/s,Isla Tesoro
42771,15,Velocidad del viento,6.24,m/s,Isla Tesoro
42771,16,Velocidad del viento,6.24,m/s,Isla Tesoro
42771,17,Velocidad del viento,6.81,m/s,Isla Tesoro
42771,18,Velocidad del viento,5.57,m/s,Isla Tesoro
42771,19,Velocidad del viento,4.82,m/s,Isla Tesoro
42771,20,Velocidad del viento,4.13,m/s,Isla Tesoro
42771,21,Velocidad del viento,3.9,m/s,Isla Tesoro
42771,22,Velocidad del viento,2.93,m/s,Isla Tesoro
42771,23,Velocidad del viento,3.07,m/s,Isla Tesoro
42772,0,Velocidad del viento,2.33,m/s,Isla Tesoro
42772,1,Velocidad del viento,1.44,m/s,Isla Tesoro
42772,2,Velocidad del viento,1.45,m/s,Isla Tesoro
42772,3,Velocidad del viento,1.47,m/s,Isla Tesoro
42772,4,Velocidad del viento,1.46,m/s,Isla Tesoro
42772,5,Velocidad del viento,0.79,m/s,Isla Tesoro
42772,6,Velocidad del viento,0.81,m/s,Isla Tesoro
42772,7,Velocidad del viento,0.6,m/s,Isla Tesoro
42772,8,Velocidad del viento,0.78,m/s,Isla Tesoro
42772,9,Velocidad del viento,1.23,m/s,Isla Tesoro
42772,10,Velocidad del viento,1.54,m/s,Isla Tesoro
42772,11,Velocidad del viento,2.48,m/s,Isla Tesoro
42772,12,Velocidad del viento,3.72,m/s,Isla Tesoro
42772,13,Velocidad del viento,4.41,m/s,Isla Tesoro
42772,14,Velocidad del viento,5.1,m/s,Isla Tesoro
42772,15,Velocidad del viento,5.28,m/s,Isla Tesoro
42772,16,Velocidad del viento,6,m/s,Isla Tesoro
42772,17,Velocidad del viento,5.25,m/s,Isla Tesoro
42772,18,Velocidad del viento,4.83,m/s,Isla Tesoro
42772,19,Velocidad del viento,4.51,m/s,Isla Tesoro
42772,20,Velocidad del viento,3.92,m/s,Isla Tesoro
42772,21,Velocidad del viento,20.06,m/s,Isla Tesoro
42772,22,Velocidad del viento,3.53,m/s,Isla Tesoro
42772,23,Velocidad del viento,2.85,m/s,Isla Tesoro
42773,0,Velocidad del viento,3.32,m/s,Isla Tesoro
42773,1,Velocidad del viento,2.3,m/s,Isla Tesoro
42773,2,Velocidad del viento,2.31,m/s,Isla Tesoro
42773,3,Velocidad del viento,1.77,m/s,Isla Tesoro
42773,4,Velocidad del viento,1.39,m/s,Isla Tesoro
42773,5,Velocidad del viento,1.22,m/s,Isla Tesoro
42773,6,Velocidad del viento,1.77,m/s,Isla Tesoro
42773,7,Velocidad del viento,1.9,m/s,Isla Tesoro
42773,8,Velocidad del viento,1.77,m/s,Isla Tesoro
42773,9,Velocidad del viento,1.36,m/s,Isla Tesoro
42773,10,Velocidad del viento,1.4,m/s,Isla Tesoro
42773,11,Velocidad del viento,3.22,m/s,Isla Tesoro
42773,12,Velocidad del viento,3.45,m/s,Isla Tesoro
42773,13,Velocidad del viento,4.02,m/s,Isla Tesoro
42773,14,Velocidad del viento,4.68,m/s,Isla Tesoro
42773,15,Velocidad del viento,5.28,m/s,Isla Tesoro
42773,16,Velocidad del viento,5.48,m/s,Isla Tesoro
42773,17,Velocidad del viento,5.78,m/s,Isla Tesoro
42773,18,Velocidad del viento,5.09,m/s,Isla Tesoro
42773,19,Velocidad del viento,3.85,m/s,Isla Tesoro
42773,20,Velocidad del viento,4.12,m/s,Isla Tesoro
42773,21,Velocidad del viento,3.3,m/s,Isla Tesoro
42773,22,Velocidad del viento,3.45,m/s,Isla Tesoro
42773,23,Velocidad del viento,3.03,m/s,Isla Tesoro
42774,0,Velocidad del viento,2.16,m/s,Isla Tesoro
42774,1,Velocidad del viento,1.15,m/s,Isla Tesoro
42774,2,Velocidad del viento,0.6,m/s,Isla Tesoro
42774,3,Velocidad del viento,0.69,m/s,Isla Tesoro
42774,4,Velocidad del viento,0.52,m/s,Isla Tesoro
42774,5,Velocidad del viento,1.28,m/s,Isla Tesoro
42774,6,Velocidad del viento,1.83,m/s,Isla Tesoro
42774,7,Velocidad del viento,1.92,m/s,Isla Tesoro
42774,8,Velocidad del viento,2.82,m/s,Isla Tesoro
42774,9,Velocidad del viento,1.95,m/s,Isla Tesoro
42774,10,Velocidad del viento,1.03,m/s,Isla Tesoro
42774,11,Velocidad del viento,0.81,m/s,Isla Tesoro
42774,12,Velocidad del viento,1.42,m/s,Isla Tesoro
42774,13,Velocidad del viento,2.6,m/s,Isla Tesoro
42774,14,Velocidad del viento,3.26,m/s,Isla Tesoro
42774,15,Velocidad del viento,3.22,m/s,Isla Tesoro
42774,16,Velocidad del viento,3.54,m/s,Isla Tesoro
42774,17,Velocidad del viento,3.61,m/s,Isla Tesoro
42774,18,Velocidad del viento,4.07,m/s,Isla Tesoro
42774,19,Velocidad del viento,4.28,m/s,Isla Tesoro
42774,20,Velocidad del viento,3.24,m/s,Isla Tesoro
42774,21,Velocidad del viento,2.55,m/s,Isla Tesoro
42774,22,Velocidad del viento,2.25,m/s,Isla Tesoro
42774,23,Velocidad del viento,2.79,m/s,Isla Tesoro
42775,0,Velocidad del viento,4.24,m/s,Isla Tesoro
42775,1,Velocidad del viento,4.1,m/s,Isla Tesoro
42775,2,Velocidad del viento,3.92,m/s,Isla Tesoro
42775,3,Velocidad del viento,3.31,m/s,Isla Tesoro
42775,4,Velocidad del viento,3.14,m/s,Isla Tesoro
42775,5,Velocidad del viento,2.68,m/s,Isla Tesoro
42775,6,Velocidad del viento,2.9,m/s,Isla Tesoro
42775,7,Velocidad del viento,2.62,m/s,Isla Tesoro
42775,8,Velocidad del viento,2.72,m/s,Isla Tesoro
42775,9,Velocidad del viento,1.75,m/s,Isla Tesoro
42775,10,Velocidad del viento,1.91,m/s,Isla Tesoro
42775,11,Velocidad del viento,3.33,m/s,Isla Tesoro
42775,12,Velocidad del viento,4.14,m/s,Isla Tesoro
42775,13,Velocidad del viento,3.88,m/s,Isla Tesoro
42775,14,Velocidad del viento,3.95,m/s,Isla Tesoro
42775,15,Velocidad del viento,3.77,m/s,Isla Tesoro
42775,16,Velocidad del viento,3.43,m/s,Isla Tesoro
42775,17,Velocidad del viento,3.35,m/s,Isla Tesoro
42775,18,Velocidad del viento,3.86,m/s,Isla Tesoro
42775,19,Velocidad del viento,2.94,m/s,Isla Tesoro
42775,20,Velocidad del viento,3.19,m/s,Isla Tesoro
42775,21,Velocidad del viento,4.04,m/s,Isla Tesoro
42775,22,Velocidad del viento,3.88,m/s,Isla Tesoro
42775,23,Velocidad del viento,5.55,m/s,Isla Tesoro
42776,0,Velocidad del viento,6.13,m/s,Isla Tesoro
42776,1,Velocidad del viento,4.42,m/s,Isla Tesoro
42776,2,Velocidad del viento,2.75,m/s,Isla Tesoro
42776,3,Velocidad del viento,2.17,m/s,Isla Tesoro
42776,4,Velocidad del viento,1.57,m/s,Isla Tesoro
42776,5,Velocidad del viento,1.37,m/s,Isla Tesoro
42776,6,Velocidad del viento,1.23,m/s,Isla Tesoro
42776,7,Velocidad del viento,1.43,m/s,Isla Tesoro
42776,8,Velocidad del viento,1.87,m/s,Isla Tesoro
42776,9,Velocidad del viento,1.88,m/s,Isla Tesoro
42776,10,Velocidad del viento,2.02,m/s,Isla Tesoro
42776,11,Velocidad del viento,3.46,m/s,Isla Tesoro
42776,12,Velocidad del viento,5.35,m/s,Isla Tesoro
42776,13,Velocidad del viento,6.49,m/s,Isla Tesoro
42776,14,Velocidad del viento,4.28,m/s,Isla Tesoro
42776,15,Velocidad del viento,6.23,m/s,Isla Tesoro
42776,16,Velocidad del viento,5.67,m/s,Isla Tesoro
42776,17,Velocidad del viento,5.9,m/s,Isla Tesoro
42776,18,Velocidad del viento,4.71,m/s,Isla Tesoro
42776,19,Velocidad del viento,5.32,m/s,Isla Tesoro
42776,20,Velocidad del viento,5.35,m/s,Isla Tesoro
42776,21,Velocidad del viento,4.53,m/s,Isla Tesoro
42776,22,Velocidad del viento,4.62,m/s,Isla Tesoro
42776,23,Velocidad del viento,4.48,m/s,Isla Tesoro
42777,0,Velocidad del viento,4.48,m/s,Isla Tesoro
42777,1,Velocidad del viento,4.18,m/s,Isla Tesoro
42777,2,Velocidad del viento,4.16,m/s,Isla Tesoro
42777,3,Velocidad del viento,3.29,m/s,Isla Tesoro
42777,4,Velocidad del viento,2.9,m/s,Isla Tesoro
42777,5,Velocidad del viento,2.26,m/s,Isla Tesoro
42777,6,Velocidad del viento,2.14,m/s,Isla Tesoro
